Type,Type2,Price,Sold Date,Bedrooms,Bathrooms,Area,Acres,Age,DoM,Unit No,Building No,Street,City,Address
Apartment,1 Storey,488750,18/12/2017,2,1,607,,20,28,801,1189,"HOWE STREET,",Vancouver,"801, 1189 HOWE STREET, Vancouver"
Apartment,Corner Unit,646000,08/03/2018,3,1,766,,24,2,2103,1188,"RICHARDS STREET,",Vancouver,"2103, 1188 RICHARDS STREET, Vancouver"
Apartment,Upper Unit,422450,26/11/2017,2,1,495,,24,18,1205,1188,"HOWE STREET,",Vancouver,"1205, 1188 HOWE STREET, Vancouver"
Apartment,1 Storey,1381250,19/10/2017,4,2,1805,,26,58,303,1188,"QUEBEC STREET,",Vancouver,"303, 1188 QUEBEC STREET, Vancouver"
Apartment,"1 Storey, Inside Unit",1109250,10/06/2017,3,2,1329,,26,2,2502,1188,"QUEBEC STREET,",Vancouver,"2502, 1188 QUEBEC STREET, Vancouver"
Apartment,Upper Unit,424830,11/12/2017,2,1,511,,24,17,2003,1188,"HOWE STREET,",Vancouver,"2003, 1188 HOWE STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",841500,14/12/2017,3,2,909,,23,14,1709,1188,"RICHARDS STREET,",Vancouver,"1709, 1188 RICHARDS STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",918000,09/12/2017,3,2,904,,23,22,1003,1188,"RICHARDS STREET,",Vancouver,"1003, 1188 RICHARDS STREET, Vancouver"
Apartment,1 Storey,1028500,09/12/2017,3,2,1010,,10,4,1001,1188,"W PENDER STREET,",Vancouver,"1001, 1188 W PENDER STREET, Vancouver"
Townhouse,3 Storey,1222300,16/01/2017,3,2,1714,,36,93,301,1184,"W 6TH AVENUE,",Vancouver,"301, 1184 W 6TH AVENUE, Vancouver"
Apartment,"1 Storey, End Unit",425000,14/02/2017,2,1,618,,35,6,4,1182,"W 7TH AVENUE,",Vancouver,"4, 1182 W 7TH AVENUE, Vancouver"
Apartment,"1 Storey, End Unit",425000,14/02/2017,2,1,618,,35,6,4,1182,"W 7TH AVENUE,",Vancouver,"4, 1182 W 7TH AVENUE, Vancouver"
Apartment,"Corner Unit, Penthouse",6587500,14/03/2017,4,4,2659,,New,7,1801,1180,"W BROUGHTON STREET,",Vancouver,"1801, 1180 W BROUGHTON STREET, Vancouver"
Apartment,Upper Unit,412250,08/04/2018,2,1,635,,24,4,501,1177,"HORNBY STREET,",Vancouver,"501, 1177 HORNBY STREET, Vancouver"
Apartment,Corner Unit,467500,26/03/2018,2,1,706,,24,1,711,1177,"HORNBY STREET,",Vancouver,"711, 1177 HORNBY STREET, Vancouver"
Apartment,Corner Unit,467500,26/03/2018,2,1,706,,24,1,711,1177,"HORNBY STREET,",Vancouver,"711, 1177 HORNBY STREET, Vancouver"
Apartment,1 Storey,477700,07/09/2018,3,1,643,,24,9,409,1177,"HORNBY STREET,",Vancouver,"409, 1177 HORNBY STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",528700,07/04/2018,2,1,706,0.02,25,13,807,1177,"HORNBY STREET,",Vancouver,"807, 1177 HORNBY STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",528700,07/04/2018,2,1,706,0.02,25,13,807,1177,"HORNBY STREET,",Vancouver,"807, 1177 HORNBY STREET, Vancouver"
Apartment,Upper Unit,488750,23/10/2017,3,1,706,,23,22,307,1177,"HORNBY STREET,",Vancouver,"307, 1177 HORNBY STREET, Vancouver"
Apartment,"Corner Unit, Penthouse",935000,23/09/2017,3,2,1035,,36,76,1403,1177,"HORNBY STREET,",Vancouver,"1403, 1177 HORNBY STREET, Vancouver"
Apartment,"Corner Unit, Penthouse",935000,23/09/2017,3,2,1035,,36,76,1403,1177,"HORNBY STREET,",Vancouver,"1403, 1177 HORNBY STREET, Vancouver"
Apartment,5 Plus Level,505750,09/01/2017,2,1,700,,19,36,606,1177,"HORNBY STREET,",Vancouver,"606, 1177 HORNBY STREET, Vancouver"
Apartment,"1 Storey, Corner Unit",1636250,16/09/2017,3,2,1302,,New,34,1503,1171,"JERVIS STREET,",Vancouver,"1503, 1171 JERVIS STREET, Vancouver"
Apartment,1 Storey,1093100,10/05/2017,3,2,1191,,New,35,1301,1171,"JERVIS STREET,",Vancouver,"1301, 1171 JERVIS STREET, Vancouver"
Apartment,Corner Unit,6970000,20/04/2018,3,3,2529,,13,58,301,1169,"W CORDOVA STREET,",Vancouver,"301, 1169 W CORDOVA STREET, Vancouver"
Townhouse,"5 Plus Level, Ground Level Unit",1105000,20/08/2017,2,2,1204,,12,54,102,1168,"RICHARDS STREET,",Vancouver,"102, 1168 RICHARDS STREET, Vancouver"
Apartment,End Unit,573750,18/05/2017,2,1,588,,20,63,1508,1166,"MELVILLE STREET,",Vancouver,"1508, 1166 MELVILLE STREET, Vancouver"
Apartment,End Unit,573750,18/05/2017,2,1,588,,20,63,1508,1166,"MELVILLE STREET,",Vancouver,"1508, 1166 MELVILLE STREET, Vancouver"
Apartment,"End Unit, Live/Work Studio",493000,13/10/2017,2,1,759,,31,19,303,1166,"W 6TH AVENUE,",Vancouver,"303, 1166 W 6TH AVENUE, Vancouver"
Apartment,Upper Unit,573750,12/10/2017,2,1,512,,21,2,2502,1166,"MELVILLE STREET,",Vancouver,"2502, 1166 MELVILLE STREET, Vancouver"
Apartment,Upper Unit,573750,12/10/2017,2,1,512,,21,2,2502,1166,"MELVILLE STREET,",Vancouver,"2502, 1166 MELVILLE STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",926500,11/11/2017,3,2,990,,21,44,2703,1166,"MELVILLE STREET,",Vancouver,"2703, 1166 MELVILLE STREET, Vancouver"
Apartment,"5 Plus Level, End Unit",790500,17/12/2017,3,2,817,,21,51,903,1166,"MELVILLE STREET,",Vancouver,"903, 1166 MELVILLE STREET, Vancouver"
Apartment,Corner Unit,590750,09/06/2017,2,1,588,,21,12,2208,1166,"MELVILLE STREET,",Vancouver,"2208, 1166 MELVILLE STREET, Vancouver"
Apartment,Corner Unit,590750,09/06/2017,2,1,588,,21,12,2208,1166,"MELVILLE STREET,",Vancouver,"2208, 1166 MELVILLE STREET, Vancouver"
Apartment,Corner Unit,590750,09/06/2017,2,1,588,,21,12,2208,1166,"MELVILLE STREET,",Vancouver,"2208, 1166 MELVILLE STREET, Vancouver"
Townhouse,3 Storey,2667300,29/10/2017,3,3,2072,,12,17,,1163,"W CORDOVA STREET,",Vancouver,"1163 W CORDOVA STREET, Vancouver"
Apartment,2 Storey,709750,15/06/2017,3,1,1119,,37,12,802,1160,"BURRARD STREET,",Vancouver,"802, 1160 BURRARD STREET, Vancouver"
Apartment,"1 Storey, End Unit",756500,05/11/2018,4,2,1160,,27,58,805,1159,"MAIN STREET,",Vancouver,"805, 1159 MAIN STREET, Vancouver"
Apartment,Corner Unit,879750,13/07/2017,4,2,1310,,26,57,803,1159,"MAIN STREET,",Vancouver,"803, 1159 MAIN STREET, Vancouver"
Apartment,"1 Storey, Corner Unit",807500,23/05/2017,3,2,975,,44,34,301,1157,"NELSON STREET,",Vancouver,"301, 1157 NELSON STREET, Vancouver"
Apartment,1 Storey,535500,21/04/2018,2,1,606,,14,23,1508,1155,"SEYMOUR STREET,",Vancouver,"1508, 1155 SEYMOUR STREET, Vancouver"
Apartment,1 Storey,535500,21/04/2018,2,1,606,,14,23,1508,1155,"SEYMOUR STREET,",Vancouver,"1508, 1155 SEYMOUR STREET, Vancouver"
Apartment,1 Storey,535500,21/04/2018,2,1,606,,14,23,1508,1155,"SEYMOUR STREET,",Vancouver,"1508, 1155 SEYMOUR STREET, Vancouver"
Apartment,Corner Unit,824500,05/09/2018,3,2,873,,14,29,1004,1155,"SEYMOUR STREET,",Vancouver,"1004, 1155 SEYMOUR STREET, Vancouver"
Townhouse,Ground Level Unit,752250,20/09/2017,3,2,1105,,36,15,1,1155,"W 10TH AVENUE,",Vancouver,"1, 1155 W 10TH AVENUE, Vancouver"
Apartment,1 Storey,461550,15/09/2017,1,1,418,,12,5,507,1155,"SEYMOUR STREET,",Vancouver,"507, 1155 SEYMOUR STREET, Vancouver"
Apartment,Upper Unit,467500,11/11/2017,1,1,418,,12,65,2407,1155,"SEYMOUR STREET,",Vancouver,"2407, 1155 SEYMOUR STREET, Vancouver"
Apartment,Upper Unit,1513000,30/03/2018,2,2,888,,3,73,4701,1151,"W GEORGIA STREET,",Vancouver,"4701, 1151 W GEORGIA STREET, Vancouver"
Apartment,Upper Unit,1563054.8,13/11/2017,3,3,1170,,2,19,2607,1151,"W GEORGIA STREET,",Vancouver,"2607, 1151 W GEORGIA STREET, Vancouver"
Apartment,1 Storey,2167500,30/06/2017,3,3,1025,,2,107,4505,1151,"W GEORGIA STREET,",Vancouver,"4505, 1151 W GEORGIA STREET, Vancouver"
Apartment,1 Storey,496825,05/04/2018,4,2,932,,64,66,105-107,1149,"W 11TH AVENUE,",Vancouver,"105-107, 1149 W 11TH AVENUE, Vancouver"
Apartment,"Corner Unit, Upper Unit",321300,29/04/2017,2,1,634,,63,5,312,1149,"W 11TH AVENUE,",Vancouver,"312, 1149 W 11TH AVENUE, Vancouver"
Apartment,"Corner Unit, End Unit",658750,28/05/2017,3,2,1014,,32,11,305,1147,"NELSON STREET,",Vancouver,"305, 1147 NELSON STREET, Vancouver"
Apartment,1 Storey,629000,28/08/2017,3,2,949,,31,33,206,1147,"NELSON STREET,",Vancouver,"206, 1147 NELSON STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",484500,17/09/2017,2,1,585,,44,12,1006,1146,"HARWOOD STREET,",Vancouver,"1006, 1146 HARWOOD STREET, Vancouver"
Apartment,Corner Unit,9180000,27/09/2017,4,4,3636,,10,46,1701,1139,"W CORDOVA STREET,",Vancouver,"1701, 1139 W CORDOVA STREET, Vancouver"
Apartment,"1 Storey, Corner Unit",590750,28/02/2018,2,1,611,,1 year,9,1206,1133,"HORNBY STREET,",Vancouver,"1206, 1133 HORNBY STREET, Vancouver"
Apartment,"1 Storey, Corner Unit",590750,28/02/2018,2,1,611,,1 year,9,1206,1133,"HORNBY STREET,",Vancouver,"1206, 1133 HORNBY STREET, Vancouver"
Apartment,"1 Storey, Corner Unit",590750,28/02/2018,2,1,611,,1 year,9,1206,1133,"HORNBY STREET,",Vancouver,"1206, 1133 HORNBY STREET, Vancouver"
Apartment,"1 Storey, Corner Unit",590750,28/02/2018,2,1,611,,1 year,9,1206,1133,"HORNBY STREET,",Vancouver,"1206, 1133 HORNBY STREET, Vancouver"
Apartment,Corner Unit,867000,28/01/2018,3,2,876,,1 year,68,1602,1133,"HORNBY STREET,",Vancouver,"1602, 1133 HORNBY STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",637500,20/01/2018,2,1,654,,1 year,132,1808,1133,"HORNBY STREET,",Vancouver,"1808, 1133 HORNBY STREET, Vancouver"
Apartment,Corner Unit,913750,23/05/2017,3,2,946,,10,6,1304,1133,"HOMER STREET,",Vancouver,"1304, 1133 HOMER STREET, Vancouver"
Apartment,Corner Unit,913750,23/05/2017,3,2,946,,10,6,1304,1133,"HOMER STREET,",Vancouver,"1304, 1133 HOMER STREET, Vancouver"
Apartment,Upper Unit,535500,15/11/2017,2,1,550,,10,11,1101,1133,"HOMER STREET,",Vancouver,"1101, 1133 HOMER STREET, Vancouver"
Apartment,Upper Unit,535500,15/11/2017,2,1,550,,10,11,1101,1133,"HOMER STREET,",Vancouver,"1101, 1133 HOMER STREET, Vancouver"
Apartment,1 Storey,849150,15/07/2017,3,2,950,,10,7,512,1133,"HOMER STREET,",Vancouver,"512, 1133 HOMER STREET, Vancouver"
Apartment,1 Storey,622200,15/12/2017,2,1,611,,New,28,1906,1133,"HORNBY STREET,",Vancouver,"1906, 1133 HORNBY STREET, Vancouver"
Apartment,Corner Unit,518500,21/09/2017,3,2,945,,34,45,403,1133,"HARWOOD STREET,",Vancouver,"403, 1133 HARWOOD STREET, Vancouver"
Apartment,Corner Unit,518500,21/09/2017,3,2,945,,34,45,403,1133,"HARWOOD STREET,",Vancouver,"403, 1133 HARWOOD STREET, Vancouver"
Apartment,Upper Unit,624750,13/09/2017,2,1,620,,New,52,1609,1133,"HORNBY STREET,",Vancouver,"1609, 1133 HORNBY STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",637500,13/06/2017,2,1,642,,10,2,1402,1133,"HOMER STREET,",Vancouver,"1402, 1133 HOMER STREET, Vancouver"
Apartment,Corner Unit,922250,13/04/2017,3,2,915,,10,8,1105,1133,"HOMER STREET,",Vancouver,"1105, 1133 HOMER STREET, Vancouver"
Apartment,Corner Unit,922250,13/04/2017,3,2,915,,10,8,1105,1133,"HOMER STREET,",Vancouver,"1105, 1133 HOMER STREET, Vancouver"
Apartment,Corner Unit,601800,12/04/2017,3,1,610,,New,36,510,1133,"HORNBY STREET,",Vancouver,"510, 1133 HORNBY STREET, Vancouver"
Apartment,Corner Unit,601800,12/04/2017,3,1,610,,New,36,510,1133,"HORNBY STREET,",Vancouver,"510, 1133 HORNBY STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",637500,11/08/2017,2,1,623,,10,158,1302,1133,"HOMER STREET,",Vancouver,"1302, 1133 HOMER STREET, Vancouver"
Apartment,1 Storey,837250,19/06/2017,3,2,950,,10,42,613,1133,"HOMER STREET,",Vancouver,"613, 1133 HOMER STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",1088000,26/12/2017,3,2,872,,New,4,1504,1133,"HORNBY STREET,",Vancouver,"1504, 1133 HORNBY STREET, Vancouver"
Apartment,1 Storey,652800,27/04/2017,2,1,653,,New,10,707,1133,"HORNBY STREET,",Vancouver,"707, 1133 HORNBY STREET, Vancouver"
Apartment,"1 Storey, Corner Unit",1007250,27/09/2017,3,2,1239,,27,17,304,1132,"HARO STREET,",Vancouver,"304, 1132 HARO STREET, Vancouver"
House,2 Storey,913750,24/09/2017,4,2,1834,0.08,63,14,,1132,"NOOTKA STREET,",Vancouver,"1132 NOOTKA STREET, Vancouver"
Apartment,"Corner Unit, End Unit",705500,10/03/2017,3,2,1063,,43,13,202,1130,"W 13TH AVENUE,",Vancouver,"202, 1130 W 13TH AVENUE, Vancouver"
Apartment,"1 Storey, Corner Unit",4969100,22/08/2017,3,3,2680,,10,214,5202,1128,"W GEORGIA STREET,",Vancouver,"5202, 1128 W GEORGIA STREET, Vancouver"
Apartment,1 Storey,935000,12/02/2017,3,2,1075,,24,30,704,1128,"QUEBEC STREET,",Vancouver,"704, 1128 QUEBEC STREET, Vancouver"
Apartment,Corner Unit,986000,19/07/2017,3,2,1203,,24,7,603,1128,"QUEBEC STREET,",Vancouver,"603, 1128 QUEBEC STREET, Vancouver"
Apartment,"Corner Unit, Ground Level Unit",552500,22/03/2018,3,1,842,,38,37,101,1127,"BARCLAY STREET,",Vancouver,"101, 1127 BARCLAY STREET, Vancouver"
Apartment,"Corner Unit, Ground Level Unit",552500,22/03/2018,3,1,842,,38,37,101,1127,"BARCLAY STREET,",Vancouver,"101, 1127 BARCLAY STREET, Vancouver"
Apartment,"Corner Unit, Ground Level Unit",552500,22/03/2018,3,1,842,,38,37,101,1127,"BARCLAY STREET,",Vancouver,"101, 1127 BARCLAY STREET, Vancouver"
Apartment,"Corner Unit, Ground Level Unit",552500,22/03/2018,3,1,842,,38,37,101,1127,"BARCLAY STREET,",Vancouver,"101, 1127 BARCLAY STREET, Vancouver"
Apartment,"Corner Unit, Ground Level Unit",552500,22/03/2018,3,1,842,,38,37,101,1127,"BARCLAY STREET,",Vancouver,"101, 1127 BARCLAY STREET, Vancouver"
Apartment,Corner Unit,697850,21/08/2017,3,1,830,,36,5,901,1127,"BARCLAY STREET,",Vancouver,"901, 1127 BARCLAY STREET, Vancouver"
Apartment,Corner Unit,494700,25/01/2018,2,1,585,,35,7,308,1125,"GILFORD STREET,",Vancouver,"308, 1125 GILFORD STREET, Vancouver"
Apartment,2 Storey,2668915,13/08/2017,4,3,1781,,New,276,2805,1111,"RICHARDS STREET,",Vancouver,"2805, 1111 RICHARDS STREET, Vancouver"
Townhouse,2 Storey,1700000,19/06/2017,3,3,1456,,19,7,TH M,1111,"MARINASIDE CRESCENT,",Vancouver,"TH M, 1111 MARINASIDE CRESCENT, Vancouver"
Townhouse,2 Storey,1700000,19/06/2017,3,3,1456,,19,7,TH M,1111,"MARINASIDE CRESCENT,",Vancouver,"TH M, 1111 MARINASIDE CRESCENT, Vancouver"
Apartment,Corner Unit,1317500,25/12/2017,3,2,1094,,10,32,2105,1111,"ALBERNI STREET,",Vancouver,"2105, 1111 ALBERNI STREET, Vancouver"
Apartment,1 Storey,1016795.5,15/12/2017,3,2,805,,18,15,3405,1111,"W PENDER STREET,",Vancouver,"3405, 1111 W PENDER STREET, Vancouver"
Apartment,1 Storey,1016795.5,15/12/2017,3,2,805,,18,15,3405,1111,"W PENDER STREET,",Vancouver,"3405, 1111 W PENDER STREET, Vancouver"
House,2 Storey w/Bsmt.,4462500,12/07/2017,4,3,2594,0.09,27,40,,1109,"MAPLE STREET,",Vancouver,"1109 MAPLE STREET, Vancouver"
Apartment,Upper Unit,332350,08/05/2018,1,1,473,,45,7,401,1108,"NICOLA STREET,",Vancouver,"401, 1108 NICOLA STREET, Vancouver"
Apartment,Corner Unit,467500,20/07/2017,2,1,507,,43,56,304,1108,"NICOLA STREET,",Vancouver,"304, 1108 NICOLA STREET, Vancouver"
Apartment,Inside Unit,425000,24/04/2017,1,1,460,,14,7,,1108,"BEATTY STREET,",Vancouver,"1108 BEATTY STREET, Vancouver"
Apartment,Inside Unit,425000,24/04/2017,1,1,460,,14,7,,1108,"BEATTY STREET,",Vancouver,"1108 BEATTY STREET, Vancouver"
Apartment,Ground Level Unit,612000,10/07/2017,2,1,706,,17,15,,1107,"VALLEY DRIVE,",Vancouver,"1107 VALLEY DRIVE, Vancouver"
Apartment,Inside Unit,609450,07/01/2018,3,2,833,,24,9,,1106,"HELMCKEN STREET,",Vancouver,"1106 HELMCKEN STREET, Vancouver"
Apartment,Loft/Warehouse Conv.,516800,08/07/2018,2,1,563,,13,6,,1105,"W GEORGIA STREET,",Vancouver,"1105 W GEORGIA STREET, Vancouver"
Apartment,Loft/Warehouse Conv.,516800,08/07/2018,2,1,563,,13,6,,1105,"W GEORGIA STREET,",Vancouver,"1105 W GEORGIA STREET, Vancouver"
Apartment,Loft/Warehouse Conv.,516800,08/07/2018,2,1,563,,13,6,,1105,"W GEORGIA STREET,",Vancouver,"1105 W GEORGIA STREET, Vancouver"
Apartment,Inside Unit,636650,17/03/2018,2,1,690,,9,11,,1105,"HOMER STREET,",Vancouver,"1105 HOMER STREET, Vancouver"
Apartment,Inside Unit,421600,15/02/2018,2,1,453,,3,18,,1105,"NUNAVUT LANE,",Vancouver,"1105 NUNAVUT LANE, Vancouver"
Apartment,Inside Unit,471750,13/09/2017,2,1,584,,New,5,,1105,"E HASTINGS STREET,",Vancouver,"1105 E HASTINGS STREET, Vancouver"
Apartment,"Inside Unit, Upper Unit",589730,10/10/2017,2,1,583,,15,26,,1105,"STRATHMORE MEWS,",Vancouver,"1105 STRATHMORE MEWS, Vancouver"
Apartment,"Inside Unit, Upper Unit",589730,10/10/2017,2,1,583,,15,26,,1105,"STRATHMORE MEWS,",Vancouver,"1105 STRATHMORE MEWS, Vancouver"
Apartment,"Inside Unit, Upper Unit",589730,10/10/2017,2,1,583,,15,26,,1105,"STRATHMORE MEWS,",Vancouver,"1105 STRATHMORE MEWS, Vancouver"
Apartment,"Inside Unit, Upper Unit",589730,10/10/2017,2,1,583,,15,26,,1105,"STRATHMORE MEWS,",Vancouver,"1105 STRATHMORE MEWS, Vancouver"
Apartment,"Inside Unit, Upper Unit",459000,08/01/2018,2,1,452,,6,30,,1103,"COLUMBIA STREET,",Vancouver,"1103 COLUMBIA STREET, Vancouver"
Apartment,"Inside Unit, Upper Unit",525300,25/09/2017,2,1,501,,12,8,,1103,"SEYMOUR STREET,",Vancouver,"1103 SEYMOUR STREET, Vancouver"
Apartment,"Inside Unit, Upper Unit",525300,25/09/2017,2,1,501,,12,8,,1103,"SEYMOUR STREET,",Vancouver,"1103 SEYMOUR STREET, Vancouver"
Apartment,Upper Unit,1248480,09/05/2017,3,2,1080,,19,4,,1103,"MARINASIDE CRESCENT,",Vancouver,"1103 MARINASIDE CRESCENT, Vancouver"
Apartment,Loft/Warehouse Conv.,493000,30/08/2017,2,1,657,,20,9,,1102,"SEYMOUR STREET,",Vancouver,"1102 SEYMOUR STREET, Vancouver"
Apartment,Inside Unit,828750,12/04/2017,3,2,925,,10,38,,1102,"SOPHIA STREET,",Vancouver,"1102 SOPHIA STREET, Vancouver"
Apartment,"Corner Unit, Penthouse",3697500,09/05/2017,4,4,2769,,4,12,PH2,1102,"HORNBY STREET,",Vancouver,"PH2, 1102 HORNBY STREET, Vancouver"
Apartment,Other,1214650,08/01/2017,3,2,1270,,26,38,,1102,"BURRARD STREET,",Vancouver,"1102 BURRARD STREET, Vancouver"
Apartment,Penthouse,1185750,25/09/2017,3,2,1162,,32,4,,1101,"MOBERLY ROAD,",Vancouver,"1101 MOBERLY ROAD, Vancouver"
Apartment,Inside Unit,512550,28/07/2017,2,1,563,,12,1,,1101,"SEYMOUR STREET,",Vancouver,"1101 SEYMOUR STREET, Vancouver"
Apartment,Inside Unit,512550,28/07/2017,2,1,563,,12,1,,1101,"SEYMOUR STREET,",Vancouver,"1101 SEYMOUR STREET, Vancouver"
Apartment,Corner Unit,971550,19/12/2017,3,1,1069,,90,24,46,1101,"NICOLA STREET,",Vancouver,"46, 1101 NICOLA STREET, Vancouver"
Apartment,"Corner Unit, Ground Level Unit",968150,09/01/2017,2,1,1090,,90,14,16,1101,"NICOLA STREET,",Vancouver,"16, 1101 NICOLA STREET, Vancouver"
Townhouse,"2 Storey, Upper Unit",849150,25/04/2018,3,2,1153,,36,2,A2,1100,"W 6TH AVENUE,",Vancouver,"A2, 1100 W 6TH AVENUE, Vancouver"
Apartment,"Corner Unit, Upper Unit",307700,16/10/2017,2,1,570,,52,2,102,1100,"HARWOOD STREET,",Vancouver,"102, 1100 HARWOOD STREET, Vancouver"
Apartment,Corner Unit,276250,13/08/2017,2,1,531,,52,2,206,1100,"HARWOOD STREET,",Vancouver,"206, 1100 HARWOOD STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",943500,27/02/2018,3,2,873,,8,7,1501,1088,"RICHARDS STREET,",Vancouver,"1501, 1088 RICHARDS STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",943500,27/02/2018,3,2,873,,8,7,1501,1088,"RICHARDS STREET,",Vancouver,"1501, 1088 RICHARDS STREET, Vancouver"
Apartment,1 Storey,561000,05/03/2018,2,1,555,,8,38,902,1088,"RICHARDS STREET,",Vancouver,"902, 1088 RICHARDS STREET, Vancouver"
Apartment,1 Storey,561000,05/03/2018,2,1,555,,8,38,902,1088,"RICHARDS STREET,",Vancouver,"902, 1088 RICHARDS STREET, Vancouver"
Apartment,1 Storey,561000,05/03/2018,2,1,555,,8,38,902,1088,"RICHARDS STREET,",Vancouver,"902, 1088 RICHARDS STREET, Vancouver"
Townhouse,2 Storey,1041250,22/10/2017,3,3,1066,,9,35,105,1088,"W 14TH AVENUE,",Vancouver,"105, 1088 W 14TH AVENUE, Vancouver"
Apartment,"1 Storey, Ground Level Unit",573750,17/09/2017,2,1,546,,7,7,102,1088,"RICHARDS STREET,",Vancouver,"102, 1088 RICHARDS STREET, Vancouver"
Apartment,"1 Storey, Ground Level Unit",573750,17/09/2017,2,1,546,,7,7,102,1088,"RICHARDS STREET,",Vancouver,"102, 1088 RICHARDS STREET, Vancouver"
Apartment,"1 Storey, Ground Level Unit",573750,17/09/2017,2,1,546,,7,7,102,1088,"RICHARDS STREET,",Vancouver,"102, 1088 RICHARDS STREET, Vancouver"
Apartment,Upper Unit,569500,13/12/2017,2,1,560,,7,43,1806,1088,"RICHARDS STREET,",Vancouver,"1806, 1088 RICHARDS STREET, Vancouver"
Apartment,Upper Unit,569500,13/12/2017,2,1,560,,7,43,1806,1088,"RICHARDS STREET,",Vancouver,"1806, 1088 RICHARDS STREET, Vancouver"
Apartment,Upper Unit,569500,13/12/2017,2,1,560,,7,43,1806,1088,"RICHARDS STREET,",Vancouver,"1806, 1088 RICHARDS STREET, Vancouver"
Apartment,1 Storey,935000,11/07/2017,3,2,1141,,21,0,1501,1088,"QUEBEC STREET,",Vancouver,"1501, 1088 QUEBEC STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",1111800,29/06/2017,3,2,956,,10,9,902,1088,"W 14TH AVENUE,",Vancouver,"902, 1088 W 14TH AVENUE, Vancouver"
Apartment,"1 Storey, Corner Unit",1002150,10/08/2017,3,2,1253,,21,8,307,1088,"QUEBEC STREET,",Vancouver,"307, 1088 QUEBEC STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",935000,11/12/2017,3,2,893,,7,24,1701,1088,"RICHARDS STREET,",Vancouver,"1701, 1088 RICHARDS STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",935000,11/12/2017,3,2,893,,7,24,1701,1088,"RICHARDS STREET,",Vancouver,"1701, 1088 RICHARDS STREET, Vancouver"
Apartment,1 Storey,553350,18/09/2017,2,1,545,,12,7,PH5,1082,"SEYMOUR STREET,",Vancouver,"PH5, 1082 SEYMOUR STREET, Vancouver"
Apartment,Corner Unit,619650,24/08/2017,2,1,708,,12,11,1106,1082,"SEYMOUR STREET,",Vancouver,"1106, 1082 SEYMOUR STREET, Vancouver"
Apartment,1 Storey,622200,23/07/2017,2,1,708,,12,6,513,1082,"SEYMOUR STREET,",Vancouver,"513, 1082 SEYMOUR STREET, Vancouver"
Apartment,1 Storey,468887.2,26/12/2017,2,1,587,,33,47,209,1082,"W 8TH AVENUE,",Vancouver,"209, 1082 W 8TH AVENUE, Vancouver"
Apartment,1 Storey,484500,29/07/2017,2,1,603,,36,6,311,1080,"BROUGHTON STREET,",Vancouver,"311, 1080 BROUGHTON STREET, Vancouver"
Apartment,1 Storey,516375,09/08/2017,2,1,665,,34,6,310,1080,"BROUGHTON STREET,",Vancouver,"310, 1080 BROUGHTON STREET, Vancouver"
Apartment,1 Storey,516375,09/08/2017,2,1,665,,34,6,310,1080,"BROUGHTON STREET,",Vancouver,"310, 1080 BROUGHTON STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",4589904.8,24/10/2017,3,3,2005,,14,86,2102,1077,"W CORDOVA STREET,",Vancouver,"2102, 1077 W CORDOVA STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",2667300,14/02/2017,3,2,1356,,13,153,3504,1077,"W CORDOVA STREET,",Vancouver,"3504, 1077 W CORDOVA STREET, Vancouver"
Apartment,"Corner Unit, End Unit",709750,11/05/2017,2,1,763,,18,22,505,1077,"MARINASIDE CRESCENT,",Vancouver,"505, 1077 MARINASIDE CRESCENT, Vancouver"
Apartment,1 Storey,4462500,10/04/2017,3,3,2005,,14,18,2701,1077,"W CORDOVA STREET,",Vancouver,"2701, 1077 W CORDOVA STREET, Vancouver"
Townhouse,2 Storey,1593750,09/08/2017,3,3,1280,,18,7,3R,1077,"MARINASIDE CRESCENT,",Vancouver,"3R, 1077 MARINASIDE CRESCENT, Vancouver"
Apartment,Corner Unit,3145000,19/04/2017,3,2,1536,,13,13,3203,1077,"W CORDOVA STREET,",Vancouver,"3203, 1077 W CORDOVA STREET, Vancouver"
Townhouse,3 Storey,892500,09/01/2017,3,2,1188,,2,35,,1076,"NICOLA STREET,",Vancouver,"1076 NICOLA STREET, Vancouver"
Apartment,"Corner Unit, End Unit",1564000,15/07/2017,3,3,1775,,29,44,1,1071,"W 7TH AVENUE,",Vancouver,"1, 1071 W 7TH AVENUE, Vancouver"
