Type,Type2,Price,Sold Date,Bedrooms,Bathrooms,Area,Acres,Age,DoM,Unit No,Building No,Street,City,Address
Townhouse,3 Level Split,1117750,10/09/2017,3,2,1366,,38,26,W4,1070,"W 7TH AVENUE,",Vancouver,"W4, 1070 W 7TH AVENUE, Vancouver"
Apartment,Upper Unit,516800,30/07/2017,2,1,548,,18,14,1007,1068,"HORNBY STREET,",Vancouver,"1007, 1068 HORNBY STREET, Vancouver"
Apartment,Upper Unit,516800,30/07/2017,2,1,548,,18,14,1007,1068,"HORNBY STREET,",Vancouver,"1007, 1068 HORNBY STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",563125,29/07/2017,2,1,558,,18,4,2907,1068,"HORNBY STREET,",Vancouver,"2907, 1068 HORNBY STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",563125,29/07/2017,2,1,558,,18,4,2907,1068,"HORNBY STREET,",Vancouver,"2907, 1068 HORNBY STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",563125,29/07/2017,2,1,558,,18,4,2907,1068,"HORNBY STREET,",Vancouver,"2907, 1068 HORNBY STREET, Vancouver"
Apartment,"End Unit, Upper Unit",500225,28/07/2017,2,1,560,,18,22,1601,1068,"HORNBY STREET,",Vancouver,"1601, 1068 HORNBY STREET, Vancouver"
Apartment,"Corner Unit, End Unit",501500,20/12/2017,2,1,560,,18,41,1001,1068,"HORNBY STREET,",Vancouver,"1001, 1068 HORNBY STREET, Vancouver"
Apartment,Upper Unit,756500,06/12/2018,2,1,723,,17,7,1101,1067,"MARINASIDE CRESCENT,",Vancouver,"1101, 1067 MARINASIDE CRESCENT, Vancouver"
Apartment,1 Storey,661300,26/11/2017,2,1,776,,17,20,506,1067,"MARINASIDE CRESCENT,",Vancouver,"506, 1067 MARINASIDE CRESCENT, Vancouver"
Apartment,"1 Storey, Corner Unit",731000,13/09/2017,2,1,729,,16,9,301,1067,"MARINASIDE CRESCENT,",Vancouver,"301, 1067 MARINASIDE CRESCENT, Vancouver"
Apartment,"Corner Unit, Ground Level Unit",492150,14/07/2017,2,1,696,,42,26,103,1066,"E 8TH AVENUE,",Vancouver,"103, 1066 E 8TH AVENUE, Vancouver"
Apartment,1 Storey,484500,26/06/2017,2,1,700,,45,8,308,1066,"E 8TH AVENUE,",Vancouver,"308, 1066 E 8TH AVENUE, Vancouver"
Apartment,"1 Storey, Loft/Warehouse Conv.",913750,22/06/2017,3,2,1005,,108,18,304,1066,"HAMILTON STREET,",Vancouver,"304, 1066 HAMILTON STREET, Vancouver"
Apartment,"1 Storey, Loft/Warehouse Conv.",913750,22/06/2017,3,2,1005,,108,18,304,1066,"HAMILTON STREET,",Vancouver,"304, 1066 HAMILTON STREET, Vancouver"
Apartment,"1 Storey, Upper Unit",618800,27/12/2017,3,2,1036,,43,13,303,1066,"W 13TH AVENUE,",Vancouver,"303, 1066 W 13TH AVENUE, Vancouver"
Townhouse,2 Storey,870400,11/10/2017,3,2,1014,,35,68,2,1065,"W 8TH AVENUE,",Vancouver,"2, 1065 W 8TH AVENUE, Vancouver"
Apartment,"Corner Unit, Ground Level Unit",318750,19/08/2017,2,1,500,,36,31,101,1065,"W 72ND AVENUE,",Vancouver,"101, 1065 W 72ND AVENUE, Vancouver"
Apartment,"Corner Unit, Ground Level Unit",318750,19/08/2017,2,1,500,,36,31,101,1065,"W 72ND AVENUE,",Vancouver,"101, 1065 W 72ND AVENUE, Vancouver"
Apartment,3 Storey,437750,23/12/2017,2,1,652,,43,9,104,1065,"E 8TH AVENUE,",Vancouver,"104, 1065 E 8TH AVENUE, Vancouver"
Townhouse,"2 Storey w/Bsmt., End Unit",1054000,23/09/2017,3,2,1585,,40,19,4,1063,"W 7TH AVENUE,",Vancouver,"4, 1063 W 7TH AVENUE, Vancouver"
Apartment,2 Storey,489600,28/01/2018,3,1,919,,35,7,208,1060,"E BROADWAY,",Vancouver,"208, 1060 E BROADWAY, Vancouver"
Apartment,5 Plus Level,627300,09/04/2017,2,1,726,,30,11,804,1060,"ALBERNI STREET,",Vancouver,"804, 1060 ALBERNI STREET, Vancouver"
Apartment,Corner Unit,1096500,15/09/2017,3,2,1041,,15,11,2004,1055,"HOMER STREET,",Vancouver,"2004, 1055 HOMER STREET, Vancouver"
Apartment,"1 Storey, Corner Unit",697000,19/10/2017,2,1,770,,15,9,1101,1055,"HOMER STREET,",Vancouver,"1101, 1055 HOMER STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",1253750,12/11/2017,3,2,1041,,15,33,2304,1055,"HOMER STREET,",Vancouver,"2304, 1055 HOMER STREET, Vancouver"
Apartment,Upper Unit,629000,12/09/2017,2,1,562,,9,9,1503,1055,"RICHARDS STREET,",Vancouver,"1503, 1055 RICHARDS STREET, Vancouver"
Apartment,Corner Unit,992800,12/07/2017,3,2,899,,9,8,1706,1055,"RICHARDS STREET,",Vancouver,"1706, 1055 RICHARDS STREET, Vancouver"
Apartment,Corner Unit,992800,12/07/2017,3,2,899,,9,8,1706,1055,"RICHARDS STREET,",Vancouver,"1706, 1055 RICHARDS STREET, Vancouver"
Townhouse,2 Storey,943500,16/06/2017,3,2,1094,,15,19,,1053,"HOMER STREET,",Vancouver,"1053 HOMER STREET, Vancouver"
Townhouse,2 Storey,943500,16/06/2017,3,2,1094,,15,19,,1053,"HOMER STREET,",Vancouver,"1053 HOMER STREET, Vancouver"
Apartment,"End Unit, Upper Unit",858287.5,08/05/2018,3,2,1068,,24,140,2007,1050,"BURRARD STREET,",Vancouver,"2007, 1050 BURRARD STREET, Vancouver"
Apartment,Corner Unit,705500,08/07/2018,3,2,950,,14,29,502,1050,"SMITHE STREET,",Vancouver,"502, 1050 SMITHE STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",443700,15/03/2018,2,1,703,,62,24,705,1050,"CHILCO STREET,",Vancouver,"705, 1050 CHILCO STREET, Vancouver"
Apartment,1 Storey,815150,07/10/2018,3,2,1069,,25,6,1710,1050,"BURRARD STREET,",Vancouver,"1710, 1050 BURRARD STREET, Vancouver"
Apartment,"End Unit, Upper Unit",454750,07/03/2018,1,1,471,,25,188,1404,1050,"BURRARD STREET,",Vancouver,"1404, 1050 BURRARD STREET, Vancouver"
Apartment,"End Unit, Upper Unit",593300,25/01/2018,2,1,685,,25,119,1405,1050,"BURRARD STREET,",Vancouver,"1405, 1050 BURRARD STREET, Vancouver"
Apartment,1 Storey,675750,16/11/2017,3,2,896,,23,3,407,1050,"BURRARD STREET,",Vancouver,"407, 1050 BURRARD STREET, Vancouver"
Apartment,"Corner Unit, Ground Level Unit",352750,24/10/2017,2,1,533,,64,8,102,1050,"JERVIS STREET,",Vancouver,"102, 1050 JERVIS STREET, Vancouver"
Apartment,Upper Unit,552500,14/08/2017,2,1,674,,13,31,1304,1050,"SMITHE STREET,",Vancouver,"1304, 1050 SMITHE STREET, Vancouver"
Apartment,Upper Unit,552500,14/08/2017,2,1,674,,13,31,1304,1050,"SMITHE STREET,",Vancouver,"1304, 1050 SMITHE STREET, Vancouver"
Apartment,Upper Unit,552500,14/08/2017,2,1,674,,13,31,1304,1050,"SMITHE STREET,",Vancouver,"1304, 1050 SMITHE STREET, Vancouver"
Apartment,Upper Unit,552500,14/08/2017,2,1,674,,13,31,1304,1050,"SMITHE STREET,",Vancouver,"1304, 1050 SMITHE STREET, Vancouver"
Apartment,Upper Unit,552500,14/08/2017,2,1,674,,13,31,1304,1050,"SMITHE STREET,",Vancouver,"1304, 1050 SMITHE STREET, Vancouver"
Apartment,Upper Unit,731000,14/02/2017,3,2,885,,25,55,807,1050,"BURRARD STREET,",Vancouver,"807, 1050 BURRARD STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",557600,17/09/2017,2,1,656,,13,52,1806,1050,"SMITHE STREET,",Vancouver,"1806, 1050 SMITHE STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",557600,17/09/2017,2,1,656,,13,52,1806,1050,"SMITHE STREET,",Vancouver,"1806, 1050 SMITHE STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",557600,17/09/2017,2,1,656,,13,52,1806,1050,"SMITHE STREET,",Vancouver,"1806, 1050 SMITHE STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",557600,17/09/2017,2,1,656,,13,52,1806,1050,"SMITHE STREET,",Vancouver,"1806, 1050 SMITHE STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",557600,17/09/2017,2,1,656,,13,52,1806,1050,"SMITHE STREET,",Vancouver,"1806, 1050 SMITHE STREET, Vancouver"
Apartment,Corner Unit,918000,22/07/2017,3,2,996,,23,2,2505,1050,"BURRARD STREET,",Vancouver,"2505, 1050 BURRARD STREET, Vancouver"
Apartment,Upper Unit,765000,11/09/2017,3,2,886,,23,4,1807,1050,"BURRARD STREET,",Vancouver,"1807, 1050 BURRARD STREET, Vancouver"
Apartment,Corner Unit,663000,28/12/2017,2,1,657,,13,7,206,1050,"SMITHE STREET,",Vancouver,"206, 1050 SMITHE STREET, Vancouver"
Apartment,"1 Storey, Upper Unit",569500,27/12/2017,2,1,642,,24,28,1402,1050,"BURRARD STREET,",Vancouver,"1402, 1050 BURRARD STREET, Vancouver"
Apartment,"1 Storey, Upper Unit",569500,27/12/2017,2,1,642,,24,28,1402,1050,"BURRARD STREET,",Vancouver,"1402, 1050 BURRARD STREET, Vancouver"
Apartment,"1 Storey, Upper Unit",569500,27/12/2017,2,1,642,,24,28,1402,1050,"BURRARD STREET,",Vancouver,"1402, 1050 BURRARD STREET, Vancouver"
Apartment,"1 Storey, Upper Unit",926500,20/12/2017,3,2,1069,,24,5,2107,1050,"BURRARD STREET,",Vancouver,"2107, 1050 BURRARD STREET, Vancouver"
Townhouse,2 Storey,1054000,10/03/2017,3,3,1167,,7,4,,1048,"RICHARDS STREET,",Vancouver,"1048 RICHARDS STREET, Vancouver"
Townhouse,2 Storey,1054000,10/03/2017,3,3,1167,,7,4,,1048,"RICHARDS STREET,",Vancouver,"1048 RICHARDS STREET, Vancouver"
Townhouse,"Inside Unit, Upper Unit",475150,08/02/2018,2,1,662,,34,7,214,1045,"W 8TH AVENUE,",Vancouver,"214, 1045 W 8TH AVENUE, Vancouver"
Apartment,Ground Level Unit,389300,14/09/2017,2,1,508,,36,8,306,1040,"PACIFIC STREET,",Vancouver,"306, 1040 PACIFIC STREET, Vancouver"
Apartment,2 Storey,581400,18/07/2017,3,1,922,,34,49,213,1040,"E BROADWAY,",Vancouver,"213, 1040 E BROADWAY, Vancouver"
Apartment,2 Storey,581400,18/07/2017,3,1,922,,34,49,213,1040,"E BROADWAY,",Vancouver,"213, 1040 E BROADWAY, Vancouver"
Apartment,2 Storey,581400,18/07/2017,3,1,922,,34,49,213,1040,"E BROADWAY,",Vancouver,"213, 1040 E BROADWAY, Vancouver"
Apartment,2 Storey,581400,18/07/2017,3,1,922,,34,49,213,1040,"E BROADWAY,",Vancouver,"213, 1040 E BROADWAY, Vancouver"
Apartment,2 Storey,581400,18/07/2017,3,1,922,,34,49,213,1040,"E BROADWAY,",Vancouver,"213, 1040 E BROADWAY, Vancouver"
Apartment,1 Storey,433500,30/12/2017,2,1,507,,36,8,906,1040,"PACIFIC STREET,",Vancouver,"906, 1040 PACIFIC STREET, Vancouver"
Apartment,"Corner Unit, End Unit",578000,09/08/2017,2,1,828,,36,29,309,1040,"PACIFIC STREET,",Vancouver,"309, 1040 PACIFIC STREET, Vancouver"
Apartment,"Corner Unit, End Unit",578000,09/08/2017,2,1,828,,36,29,309,1040,"PACIFIC STREET,",Vancouver,"309, 1040 PACIFIC STREET, Vancouver"
Apartment,End Unit,871250,07/01/2018,2,1,769,,17,43,2503,1033,"MARINASIDE CRESCENT,",Vancouver,"2503, 1033 MARINASIDE CRESCENT, Vancouver"
Apartment,Upper Unit,637500,19/08/2017,2,1,581,,16,33,3702,1033,"MARINASIDE CRESCENT,",Vancouver,"3702, 1033 MARINASIDE CRESCENT, Vancouver"
Apartment,1 Storey,659600,09/03/2017,2,1,582,,16,8,902,1033,"MARINASIDE CRESCENT,",Vancouver,"902, 1033 MARINASIDE CRESCENT, Vancouver"
Apartment,Upper Unit,2001750,20/04/2017,3,2,1293,,16,11,1106,1033,"MARINASIDE CRESCENT,",Vancouver,"1106, 1033 MARINASIDE CRESCENT, Vancouver"
Apartment,1 Storey,561000,08/10/2018,2,1,603,,12,12,906,1030,"W BROADWAY,",Vancouver,"906, 1030 W BROADWAY, Vancouver"
Apartment,1 Storey,561000,08/10/2018,2,1,603,,12,12,906,1030,"W BROADWAY,",Vancouver,"906, 1030 W BROADWAY, Vancouver"
Apartment,1 Storey,561000,08/10/2018,2,1,603,,12,12,906,1030,"W BROADWAY,",Vancouver,"906, 1030 W BROADWAY, Vancouver"
Apartment,1 Storey,561000,08/10/2018,2,1,603,,12,12,906,1030,"W BROADWAY,",Vancouver,"906, 1030 W BROADWAY, Vancouver"
Apartment,"Corner Unit, Upper Unit",726750,25/09/2017,3,2,778,,11,20,1005,1030,"W BROADWAY,",Vancouver,"1005, 1030 W BROADWAY, Vancouver"
Apartment,Corner Unit,507450,15/06/2017,2,1,515,,11,18,901,1030,"W BROADWAY,",Vancouver,"901, 1030 W BROADWAY, Vancouver"
Apartment,"Inside Unit, Upper Unit",820250,10/06/2017,3,2,719,,2,28,,1030,"SMITHE STREET,",Vancouver,"1030 SMITHE STREET, Vancouver"
Apartment,1 Storey,612000,17/10/2017,2,1,671,,7,6,709,1028,"BARCLAY STREET,",Vancouver,"709, 1028 BARCLAY STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",782000,12/08/2017,2,1,794,,7,76,1507,1028,"BARCLAY STREET,",Vancouver,"1507, 1028 BARCLAY STREET, Vancouver"
Apartment,Corner Unit,658750,30/06/2017,2,1,671,,7,9,609,1028,"BARCLAY STREET,",Vancouver,"609, 1028 BARCLAY STREET, Vancouver"
Apartment,Upper Unit,654500,10/12/2017,2,1,672,,7,8,1106,1028,"BARCLAY STREET,",Vancouver,"1106, 1028 BARCLAY STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",1003000,15/02/2018,3,2,1020,,30,11,702,1020,"HARWOOD STREET,",Vancouver,"702, 1020 HARWOOD STREET, Vancouver"
Apartment,Corner Unit,1020000,16/07/2017,3,2,1041,,30,11,703,1020,"HARWOOD STREET,",Vancouver,"703, 1020 HARWOOD STREET, Vancouver"
Apartment,Corner Unit,1077800,15/12/2017,3,2,1012,,30,5,2303,1020,"HARWOOD STREET,",Vancouver,"2303, 1020 HARWOOD STREET, Vancouver"
Townhouse,2 Storey,793900,24/06/2017,3,2,972,,36,13,3,1019,"GILFORD STREET,",Vancouver,"3, 1019 GILFORD STREET, Vancouver"
Townhouse,3 Storey,1232500,14/04/2018,3,2,1272,,16,27,,1018,"RICHARDS STREET,",Vancouver,"1018 RICHARDS STREET, Vancouver"
Apartment,Inside Unit,454750,07/07/2018,2,1,576,,1 year,3,,1015,"ORMIDALE STREET,",Vancouver,"1015 ORMIDALE STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",3389800,08/07/2018,3,3,1830,,9,2,3703,1011,"W CORDOVA STREET,",Vancouver,"3703, 1011 W CORDOVA STREET, Vancouver"
Apartment,"1 Storey, Inside Unit",554200,30/11/2017,3,2,925,,21,29,401,1011,W KING EDWARD,Vancouver,"401, 1011 W KING EDWARD Vancouver"
Apartment,"1 Storey, Inside Unit",554200,30/11/2017,3,2,925,,21,29,401,1011,W KING EDWARD,Vancouver,"401, 1011 W KING EDWARD Vancouver"
Apartment,"1 Storey, Inside Unit",554200,30/11/2017,3,2,925,,21,29,401,1011,W KING EDWARD,Vancouver,"401, 1011 W KING EDWARD Vancouver"
Apartment,"1 Storey, Inside Unit",554200,30/11/2017,3,2,925,,21,29,401,1011,W KING EDWARD,Vancouver,"401, 1011 W KING EDWARD Vancouver"
Apartment,"1 Storey, Inside Unit",554200,30/11/2017,3,2,925,,21,29,401,1011,W KING EDWARD,Vancouver,"401, 1011 W KING EDWARD Vancouver"
Apartment,Corner Unit,3060000,12/02/2017,3,3,1792,,8,10,2507,1011,"W CORDOVA STREET,",Vancouver,"2507, 1011 W CORDOVA STREET, Vancouver"
Apartment,"Corner Unit, Penthouse",501500,25/04/2017,2,1,722,,21,16,PH11,1011,W KING EDWARD,Vancouver,"PH11, 1011 W KING EDWARD Vancouver"
Apartment,"Corner Unit, Upper Unit",690200,29/03/2018,3,2,743,,16,2,1107,1010,"RICHARDS STREET,",Vancouver,"1107, 1010 RICHARDS STREET, Vancouver"
Apartment,Other,410550,14/08/2017,2,1,539,,New,97,,1010,"ORMIDALE STREET,",Vancouver,"1010 ORMIDALE STREET, Vancouver"
Apartment,Corner Unit,614550,19/07/2017,2,1,750,,32,14,207,1010,"CHILCO STREET,",Vancouver,"207, 1010 CHILCO STREET, Vancouver"
Apartment,"1 Storey, Corner Unit",773500,16/07/2017,2,2,933,,27,42,1501,1010,"BURNABY STREET,",Vancouver,"1501, 1010 BURNABY STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",786250,11/10/2017,3,2,933,,28,54,1101,1010,"BURNABY STREET,",Vancouver,"1101, 1010 BURNABY STREET, Vancouver"
Apartment,Upper Unit,579700,11/07/2017,2,1,530,,15,19,1606,1010,"RICHARDS STREET,",Vancouver,"1606, 1010 RICHARDS STREET, Vancouver"
Apartment,Upper Unit,579700,11/07/2017,2,1,530,,15,19,1606,1010,"RICHARDS STREET,",Vancouver,"1606, 1010 RICHARDS STREET, Vancouver"
Apartment,Upper Unit,579700,11/07/2017,2,1,530,,15,19,1606,1010,"RICHARDS STREET,",Vancouver,"1606, 1010 RICHARDS STREET, Vancouver"
Apartment,"1 Storey, Upper Unit",867000,10/03/2017,3,2,1074,,28,12,1205,1010,"BURNABY STREET,",Vancouver,"1205, 1010 BURNABY STREET, Vancouver"
Apartment,Upper Unit,484500,26/12/2017,2,1,531,,36,12,1007,1010,"HOWE STREET,",Vancouver,"1007, 1010 HOWE STREET, Vancouver"
Apartment,"1 Storey, Corner Unit",534650,17/12/2017,2,1,607,,36,6,301,1010,"HOWE STREET,",Vancouver,"301, 1010 HOWE STREET, Vancouver"
Apartment,"1 Storey, Corner Unit",534650,17/12/2017,2,1,607,,36,6,301,1010,"HOWE STREET,",Vancouver,"301, 1010 HOWE STREET, Vancouver"
Apartment,Corner Unit,892500,07/02/2018,3,2,1027,,21,12,3307,1009,"EXPO BOULEVARD,",Vancouver,"3307, 1009 EXPO BOULEVARD, Vancouver"
Apartment,Corner Unit,1024250,06/05/2018,4,2,1146,,22,12,1003,1009,"EXPO BOULEVARD,",Vancouver,"1003, 1009 EXPO BOULEVARD, Vancouver"
Apartment,Upper Unit,594150,25/09/2017,2,1,723,,4,15,609,1009,"HARWOOD STREET,",Vancouver,"609, 1009 HARWOOD STREET, Vancouver"
Apartment,Upper Unit,594150,25/09/2017,2,1,723,,4,15,609,1009,"HARWOOD STREET,",Vancouver,"609, 1009 HARWOOD STREET, Vancouver"
Apartment,Upper Unit,594150,25/09/2017,2,1,723,,4,15,609,1009,"HARWOOD STREET,",Vancouver,"609, 1009 HARWOOD STREET, Vancouver"
Apartment,1 Storey,592450,13/01/2017,2,1,560,,4,12,707,1009,"HARWOOD STREET,",Vancouver,"707, 1009 HARWOOD STREET, Vancouver"
Apartment,1 Storey,592450,13/01/2017,2,1,560,,4,12,707,1009,"HARWOOD STREET,",Vancouver,"707, 1009 HARWOOD STREET, Vancouver"
Apartment,"1 Storey, Corner Unit",1105000,26/08/2017,4,2,1146,,21,34,703,1009,"EXPO BOULEVARD,",Vancouver,"703, 1009 EXPO BOULEVARD, Vancouver"
Apartment,1 Storey,882300,28/07/2017,3,2,916,,4,4,1107,1009,"HARWOOD STREET,",Vancouver,"1107, 1009 HARWOOD STREET, Vancouver"
Apartment,1 Storey,590750,19/06/2017,2,1,567,,4,8,706,1009,"HARWOOD STREET,",Vancouver,"706, 1009 HARWOOD STREET, Vancouver"
Apartment,1 Storey,590750,19/06/2017,2,1,567,,4,8,706,1009,"HARWOOD STREET,",Vancouver,"706, 1009 HARWOOD STREET, Vancouver"
Apartment,"1 Storey, Upper Unit",690200,18/03/2018,3,2,868,,22,6,908,1008,"CAMBIE STREET,",Vancouver,"908, 1008 CAMBIE STREET, Vancouver"
Apartment,Upper Unit,518500,06/08/2018,2,1,596,,22,30,1603,1008,"CAMBIE STREET,",Vancouver,"1603, 1008 CAMBIE STREET, Vancouver"
Apartment,Upper Unit,518500,06/08/2018,2,1,596,,22,30,1603,1008,"CAMBIE STREET,",Vancouver,"1603, 1008 CAMBIE STREET, Vancouver"
Apartment,Upper Unit,518500,06/08/2018,2,1,596,,22,30,1603,1008,"CAMBIE STREET,",Vancouver,"1603, 1008 CAMBIE STREET, Vancouver"
Apartment,Inside Unit,584375,11/10/2017,2,1,658,,9,26,,1008,"CROWE STREET,",Vancouver,"1008 CROWE STREET, Vancouver"
Apartment,Inside Unit,584375,11/10/2017,2,1,658,,9,26,,1008,"CROWE STREET,",Vancouver,"1008 CROWE STREET, Vancouver"
Apartment,Inside Unit,584375,11/10/2017,2,1,658,,9,26,,1008,"CROWE STREET,",Vancouver,"1008 CROWE STREET, Vancouver"
Apartment,Inside Unit,582250,14/09/2017,3,2,721,,22,63,,1008,"SEYMOUR STREET,",Vancouver,"1008 SEYMOUR STREET, Vancouver"
Apartment,Inside Unit,582250,14/09/2017,3,2,721,,22,63,,1008,"SEYMOUR STREET,",Vancouver,"1008 SEYMOUR STREET, Vancouver"
Apartment,Inside Unit,582250,14/09/2017,3,2,721,,22,63,,1008,"SEYMOUR STREET,",Vancouver,"1008 SEYMOUR STREET, Vancouver"
Apartment,Inside Unit,582250,14/09/2017,3,2,721,,22,63,,1008,"SEYMOUR STREET,",Vancouver,"1008 SEYMOUR STREET, Vancouver"
Apartment,Inside Unit,582250,14/09/2017,3,2,721,,22,63,,1008,"SEYMOUR STREET,",Vancouver,"1008 SEYMOUR STREET, Vancouver"
Apartment,Inside Unit,582250,14/09/2017,3,2,721,,22,63,,1008,"SEYMOUR STREET,",Vancouver,"1008 SEYMOUR STREET, Vancouver"
Apartment,Inside Unit,582250,14/09/2017,3,2,721,,22,63,,1008,"SEYMOUR STREET,",Vancouver,"1008 SEYMOUR STREET, Vancouver"
Apartment,Corner Unit,839800,14/09/2017,3,2,1040,,27,2,506,1008,"BEACH AVENUE,",Vancouver,"506, 1008 BEACH AVENUE, Vancouver"
Apartment,Inside Unit,764065,10/05/2017,3,2,840,,New,60,,1008,SE MARINE,Vancouver,1008 SE MARINE Vancouver
Apartment,"Inside Unit, Upper Unit",1251625,28/04/2017,3,2,1118,,8,10,,1008,"W 1ST AVENUE,",Vancouver,"1008 W 1ST AVENUE, Vancouver"
Apartment,Other,448375,19/03/2018,3,1,730,,20,48,,1007,"MELBOURNE STREET,",Vancouver,"1007 MELBOURNE STREET, Vancouver"
Apartment,Inside Unit,556750,16/10/2017,2,1,557,,13,11,,1007,"RICHARDS STREET,",Vancouver,"1007 RICHARDS STREET, Vancouver"
Apartment,Inside Unit,556750,16/10/2017,2,1,557,,13,11,,1007,"RICHARDS STREET,",Vancouver,"1007 RICHARDS STREET, Vancouver"
Apartment,Inside Unit,556750,16/10/2017,2,1,557,,13,11,,1007,"RICHARDS STREET,",Vancouver,"1007 RICHARDS STREET, Vancouver"
Apartment,Inside Unit,556750,16/10/2017,2,1,557,,13,11,,1007,"RICHARDS STREET,",Vancouver,"1007 RICHARDS STREET, Vancouver"
Apartment,Inside Unit,556750,16/10/2017,2,1,557,,13,11,,1007,"RICHARDS STREET,",Vancouver,"1007 RICHARDS STREET, Vancouver"
Apartment,Inside Unit,372300,11/08/2017,1,1,422,,20,44,,1007,"PACIFIC STREET,",Vancouver,"1007 PACIFIC STREET, Vancouver"
Apartment,"Inside Unit, Upper Unit",196775,06/08/2018,1,1,430,,55,2,,1005,"BURNABY STREET,",Vancouver,"1005 BURNABY STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",1985600,28/11/2017,3,2,1546,,14,218,2201,1005,"BEACH AVENUE,",Vancouver,"2201, 1005 BEACH AVENUE, Vancouver"
Apartment,Corner Unit,1343000,14/10/2017,3,2,1059,,14,11,1202,1005,"BEACH AVENUE,",Vancouver,"1202, 1005 BEACH AVENUE, Vancouver"
Apartment,1 Storey,671500,19/08/2017,2,1,716,,14,5,1001,1005,"BEACH AVENUE,",Vancouver,"1001, 1005 BEACH AVENUE, Vancouver"
Apartment,1 Storey,671500,19/08/2017,2,1,716,,14,5,1001,1005,"BEACH AVENUE,",Vancouver,"1001, 1005 BEACH AVENUE, Vancouver"
Apartment,"Penthouse, Upper Unit",704480,11/06/2017,2,2,832,,2,67,,1005,"E CORDOVA STREET,",Vancouver,"1005 E CORDOVA STREET, Vancouver"
Apartment,"1 Storey, Corner Unit",722500,22/06/2017,2,1,727,,14,4,601,1005,"BEACH AVENUE,",Vancouver,"601, 1005 BEACH AVENUE, Vancouver"
Apartment,"1 Storey, Corner Unit",722500,22/06/2017,2,1,727,,14,4,601,1005,"BEACH AVENUE,",Vancouver,"601, 1005 BEACH AVENUE, Vancouver"
Apartment,1 Storey,1018300,18/06/2017,3,2,835,,14,21,1605,1005,"BEACH AVENUE,",Vancouver,"1605, 1005 BEACH AVENUE, Vancouver"
Apartment,"Corner Unit, Upper Unit",1100750,10/10/2017,3,2,1010,,14,27,2803,1005,"BEACH AVENUE,",Vancouver,"2803, 1005 BEACH AVENUE, Vancouver"
Apartment,Corner Unit,671500,07/10/2018,3,2,1032,,21,31,501,1003,"PACIFIC STREET,",Vancouver,"501, 1003 PACIFIC STREET, Vancouver"
Apartment,Corner Unit,671500,07/10/2018,3,2,1032,,21,31,501,1003,"PACIFIC STREET,",Vancouver,"501, 1003 PACIFIC STREET, Vancouver"
Apartment,Corner Unit,786250,25/02/2018,3,2,966,,21,11,1005,1003,"PACIFIC STREET,",Vancouver,"1005, 1003 PACIFIC STREET, Vancouver"
Apartment,"Inside Unit, Upper Unit",403750,25/01/2018,1,1,409,,20,8,,1003,"ALBERNI STREET,",Vancouver,"1003 ALBERNI STREET, Vancouver"
Apartment,1 Storey,366350,20/01/2018,1,1,422,,22,83,1107,1003,"PACIFIC STREET,",Vancouver,"1107, 1003 PACIFIC STREET, Vancouver"
Apartment,Upper Unit,594150,15/01/2018,2,1,708,,21,8,602,1003,"PACIFIC STREET,",Vancouver,"602, 1003 PACIFIC STREET, Vancouver"
Apartment,Upper Unit,594150,15/01/2018,2,1,708,,21,8,602,1003,"PACIFIC STREET,",Vancouver,"602, 1003 PACIFIC STREET, Vancouver"
Apartment,Upper Unit,594150,15/01/2018,2,1,708,,21,8,602,1003,"PACIFIC STREET,",Vancouver,"602, 1003 PACIFIC STREET, Vancouver"
Apartment,Corner Unit,504475,16/06/2017,2,1,643,,20,3,702,1003,"BURNABY STREET,",Vancouver,"702, 1003 BURNABY STREET, Vancouver"
Apartment,Inside Unit,355300,15/08/2017,3,1,718,,24,43,,1003,"ASCOT PLACE,",Vancouver,"1003 ASCOT PLACE, Vancouver"
Apartment,Corner Unit,543150,11/05/2017,2,1,662,,20,3,608,1003,"PACIFIC STREET,",Vancouver,"608, 1003 PACIFIC STREET, Vancouver"
Apartment,Corner Unit,543150,11/05/2017,2,1,662,,20,3,608,1003,"PACIFIC STREET,",Vancouver,"608, 1003 PACIFIC STREET, Vancouver"
Apartment,Corner Unit,653480,25/12/2017,2,1,645,,20,10,1606,1003,"PACIFIC STREET,",Vancouver,"1606, 1003 PACIFIC STREET, Vancouver"
Apartment,"Inside Unit, Upper Unit",416500,05/09/2018,2,1,635,,19,111,,1002,"CHANDLERY PLACE,",Vancouver,"1002 CHANDLERY PLACE, Vancouver"
